,DDE_HD,DDE_DD,DDE_QK,DDE_QD,DDE_VM,DDE_WV,DDE_MK,DDE_MD,DDE_GP,DDE_DN,DDE_AI,DDE_AH,DDE_SS,DDE_TT,CTDC_secondarystruct.G3,QSO3_SC_M,CTDD_hydrophobicity_CASG920101.3.residue75,DDR_N,CTDD_hydrophobicity_CASG920101.3.residue0,CTDC_secondarystruct.G1,DDE_YL,DDE_VD,MSW__27,Z3__7,CKSAAGP_uncharger.uncharger.gap1,CKSAAP_TS.gap3,QSO3_SC_L,CKSAAP_IY.gap2,DDE_DQ,DDE_PS,MSW__7,DDE_LI,CTDC_hydrophobicity_ENGD860101.G3,CKSAAP_NG.gap1,AAC_K,DDE_HE,PAAC_Xc1.R,CTDD_polarity.2.residue50,CTDD_polarity.2.residue0,CTriad_g6.g1.g1,CTriad_g4.g3.g1,Z5__26,CKSAAP_AL.gap1,DDE_DP,CKSAAP_VS.gap2,NMBroto_CHAM810101.lag2,Z3__21,CTriad_g6.g3.g2,GTPC_postivecharger.alphaticr.aromatic,CKSAAGP_alphaticr.aromatic.gap4,Geary_CHAM820102.lag3,Z3__27,Z5__46,DDE_EK,CKSAAP_HR.gap3,Geary_CHAM820101.lag3,TM_tend,formula_H,CTDT_hydrophobicity_PONP930101.Tr1221,MSW__16,MSW__8,NMBroto_CIDH920105.lag2,Z5__44,DDE_GL,CTDD_hydrophobicity_FASG890101.1.residue0,CKSAAP_ET.gap3,OVP_Hydrophobic_N4,DDE_SL,DDE_PP,Charge_phys,y
seq82|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.48512,-0.51986,-0.17855,0.78433,0.21734,0.16072,-0.25519,-0.26769,-0.60425,-0.5463,-0.79504,-0.22454,-0.49805,-0.1838,-0.19234,-0.27867,0.08401,3.00321,-0.70989,-0.19169,1.14755,-0.13857,0.34391,0.78018,-0.30836,-0.28071,-0.21525,-0.80825,-0.30461,-0.21571,-0.2232,-0.50001,-0.2943,-0.23907,-0.24428,-0.59064,-0.47841,-1.25846,0.39044,-0.28176,-0.10657,-0.47654,0.06139,1.37029,1.05109,-0.63031,0.58164,1.48404,0.09279,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,1.4845,1
seq83|1|positive,-0.10602,-0.18576,-0.20618,-0.15107,-0.06525,-0.08769,-0.13135,-0.11509,-0.18259,-0.17811,-0.21183,-0.10355,-0.15292,-0.16968,0.59145,1.43038,-1.40448,0.6057,-1.12564,-0.42252,-0.18784,-0.23014,0.20743,0.57211,0.36179,-0.22454,-0.9666,-0.1838,-0.16384,-0.14795,-2.14733,-0.20929,-0.11239,-0.19169,0.29392,-0.09682,-0.75649,-0.69927,0.37656,-0.28071,-0.21525,-1.14642,-0.30461,-0.16961,-0.2232,-0.02905,0.0188,-0.23907,-0.24428,-0.59064,0.43908,-0.24403,-1.18461,4.09857,-0.10657,2.35818,1.19432,-1.87446,-1.51588,-0.51242,-0.39039,1.32696,0.44977,-0.21004,-0.59962,-0.202,0.73019,-0.20065,-0.12366,2.22617,1
seq84|1|positive,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,-0.51123,1.08823,1.12522,0.86646,-0.27295,0.1232,-0.24192,-0.26029,-0.27424,0.22863,-0.79504,-0.22454,0.32319,-0.1838,-0.18672,-0.25291,1.13852,-0.27606,0.84196,-0.19169,-1.01935,-0.13034,-0.75649,-0.67232,-0.52539,-0.28071,-0.21525,-0.53563,-0.30461,-0.20662,-0.2232,-1.24893,0.79436,-0.23907,-0.24428,-0.59064,0.80644,-0.4718,-1.44925,-0.27826,-0.10657,1.10028,1.40866,0.69606,-1.51588,0.45894,-0.06359,-0.49921,1.13765,-0.2974,-0.812,-0.202,0.73019,-0.32637,-0.17406,0.66298,1
seq85|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.07439,-0.51986,1.04738,2.08402,1.56032,1.51137,-0.25519,-0.26769,-1.33651,-1.35283,-0.79504,-0.22454,-0.0583,-0.1838,-0.19234,-0.27867,1.00847,-0.29244,0.11168,-0.19169,0.42525,-0.13857,2.303,-0.55375,0.52877,-0.28071,-0.21525,-0.28978,-0.30461,-0.21571,-0.2232,-0.19398,-2.31908,-0.23907,-0.24428,-0.59064,0.14058,-0.58744,1.93826,-0.28176,-0.10657,0.70017,0.33514,1.79169,-0.2324,-1.21729,0.34348,1.15178,-0.98408,-0.31883,-0.84538,-0.202,0.73019,-0.35722,-0.18643,-0.93724,1
seq86|1|positive,-0.14425,3.66008,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,3.50218,-0.27295,-0.17397,-0.26697,6.59723,0.09525,-0.51986,-0.35368,1.88486,0.02549,-0.85228,-0.25519,-0.26769,0.80845,0.5757,1.51861,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,0.33656,-0.29244,-1.53146,-0.19169,-0.29705,-0.13857,1.55557,-0.02018,-0.02932,-0.28071,-0.21525,-0.61787,-0.30461,-0.21571,-0.2232,-0.32245,0.40762,4.68535,-0.24428,-0.59064,-0.70564,1.0657,0.49451,-0.28176,-0.10657,1.04282,-0.10714,0.99104,1.05109,0.43302,0.36503,0.65349,-0.88305,-0.31883,-0.84538,6.99793,0.73019,-0.35722,-0.18643,2.20877,1
seq87|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,0.69712,-0.92396,1.17662,-0.17695,-0.22045,-0.24832,0.29059,1.56532,-0.79504,-0.22454,0.61435,-0.1838,-0.17764,-0.21124,0.22552,-0.24955,0.93324,-0.19169,-1.01935,-0.11703,0.38954,0.33553,0.34274,-0.28071,-0.21525,2.24858,-0.30461,-0.19193,-0.2232,-2.59841,-0.24191,-0.23907,-0.24428,1.29008,0.75399,0.08146,-0.30976,-0.2726,-0.10657,-0.51894,-0.81176,-0.65241,0.80661,0.26974,0.27056,-0.9191,-0.24978,7.27183,-0.74525,-0.202,0.73019,-0.27646,-0.15406,0.03999,1
seq88|1|positive,-0.15821,-0.21536,-0.23709,-0.19071,-0.13925,-0.14547,-0.15606,-0.14211,-0.27226,-0.20644,-0.29527,-0.19968,-0.30861,-0.27445,-1.59422,-0.51986,-1.40448,-0.92396,-1.12564,3.03086,-0.27979,-0.2814,-1.17782,0.63616,-0.32179,-0.22454,-0.07604,-0.1838,-0.20274,-0.3264,1.38021,-0.32281,-1.66838,-0.19169,1.99024,-0.15381,3.66858,-1.26517,-0.21535,-0.28071,-0.21525,-1.40747,-0.30461,-0.23254,-0.2232,0.01809,-2.92017,-0.23907,-0.24428,-0.59064,1.39276,2.18642,2.24006,2.58836,-0.10657,0.757,0.35128,3.77225,1.3115,-0.64588,0.74017,1.2989,0.48454,-0.35856,-0.89544,-0.202,0.73019,-0.41439,-0.20935,-0.42464,1
seq89|1|positive,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,0.35516,-0.51986,1.90359,0.77611,2.49828,0.1232,-0.24192,-0.26029,0.32189,-0.21559,1.1571,3.61913,0.18974,-0.1838,-0.18672,-0.25291,-0.02022,-0.27606,-0.98375,-0.19169,-0.2168,-0.13034,0.4025,0.51339,-0.52539,-0.28071,2.47062,-0.27032,-0.30461,-0.20662,-0.2232,0.22248,-0.30074,-0.23907,-0.24428,-0.59064,-0.82366,0.92421,0.39455,-0.27826,-0.10657,-0.17052,-0.36708,-0.02031,1.35308,-0.58506,-0.06135,1.26411,-1.44776,3.12135,-0.812,-0.202,0.73019,-0.32637,-0.17406,0.47371,1
seq90|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,2.68049,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.48512,-0.51986,0.17172,-0.92396,-0.55007,-1.18994,-0.25519,-0.26769,0.68764,0.06963,0.36179,-0.22454,-0.46973,-0.1838,-0.19234,-0.27867,0.01184,-0.29244,-0.70989,-0.19169,-0.29705,-0.13857,0.26916,0.78018,-0.5874,-0.28071,-0.21525,1.24438,-0.30461,-0.21571,-0.2232,-0.80747,0.87412,4.68535,-0.24428,-0.59064,-0.25019,-0.58894,-0.07855,-0.28176,-0.10657,0.94188,-1.47088,1.03318,-0.66023,1.15317,0.53242,-0.33756,0.57125,-0.31883,-0.84538,-0.202,0.73019,-0.35722,-0.18643,-0.02247,1
seq91|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,1.53063,0.93063,1.10258,1.43242,-0.17695,-0.22045,-0.24832,0.54009,-0.02233,1.6076,4.6674,-0.14439,-0.1838,-0.17764,4.31533,-1.14984,-0.24955,-0.16218,-0.19169,-0.05628,-0.11703,-0.75649,-0.37589,-0.40137,-0.28071,-0.21525,-0.55404,-0.30461,-0.19193,-0.2232,0.5941,0.86299,-0.23907,-0.24428,-0.59064,1.20342,-0.2333,-0.87583,-0.2726,-0.10657,0.42779,0.95155,-0.61027,0.22599,-0.12005,-0.91529,-0.26362,-1.10919,3.50456,-0.74525,-0.202,0.73019,-0.27646,-0.15406,0.03999,1
seq92|1|positive,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,3.71793,-0.26091,-0.16009,2.14473,3.38621,1.22156,1.14951,0.34685,0.86646,0.79291,-1.37753,-0.24192,-0.26029,1.63262,-0.21938,1.80782,7.4628,-0.9666,-0.1838,-0.18672,-0.25291,-0.83665,-0.27606,-0.52732,-0.19169,-1.01935,-0.13034,0.42268,0.80982,-0.52539,-0.28071,-0.21525,-0.8471,-0.30461,-0.20662,-0.2232,-0.30187,1.03403,-0.23907,-0.24428,0.85606,0.14018,0.29029,-0.18501,-0.27826,-0.10657,0.32467,-0.8204,0.02183,-0.55956,0.96616,-1.87257,-0.00577,0.09233,-0.2974,-0.812,-0.202,0.73019,-0.32637,2.78453,-0.11238,1
seq93|1|positive,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,-1.59422,-0.51986,-1.40448,-0.92396,-1.12564,2.1867,-0.19653,-0.23498,-2.08819,-1.37387,-0.79504,-0.22454,-0.9666,-0.1838,-0.16751,-0.16481,1.20929,-0.22001,-0.98375,-0.19169,2.59216,-0.1022,-0.75649,-0.37589,0.71479,-0.28071,-0.21525,-1.19256,-0.30461,-0.17555,5.77456,-0.34594,-1.06479,-0.23907,-0.24428,-0.59064,1.13083,0.86836,-0.19601,-0.2663,-0.10657,-0.55233,0.76288,-1.24236,1.44002,-1.77991,0.29926,1.01466,0.5426,-0.22407,-0.64513,-0.202,0.73019,-0.22085,-0.13176,3.5146,1
seq94|1|positive,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,-2.24402,-0.51986,0.63874,-0.92396,1.11266,0.49838,-0.19653,-0.23498,-0.46129,-1.29142,-0.79504,-0.22454,-0.26971,-0.1838,-0.16751,-0.16481,-0.16103,-0.22001,0.38553,-0.19169,1.38832,-0.1022,-0.75649,0.06875,1.17986,-0.28071,-0.21525,-0.31448,-0.30461,-0.17555,-0.2232,-0.4968,0.51341,-0.23907,-0.24428,2.0961,-0.59935,0.94763,-0.60163,-0.2663,-0.10657,0.18656,1.00418,-0.98953,-0.77691,-0.3262,0.77911,-0.32404,0.81937,-0.22407,-0.64513,6.99793,0.73019,-0.22085,-0.13176,1.09842,1
seq95|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.48512,-0.51986,1.04738,0.82744,0.02549,-0.85228,3.74897,-0.26769,0.62424,0.71956,2.09702,-0.22454,0.23807,-0.1838,-0.19234,-0.27867,-0.64514,-0.29244,-0.29911,-0.19169,-0.29705,-0.13857,-0.75649,1.04696,1.36589,-0.28071,-0.21525,-0.78,-0.30461,-0.21571,-0.2232,0.27993,0.46892,2.22314,-0.24428,-0.59064,-0.21092,0.84961,-0.20517,-0.28176,-0.10657,0.06006,0.59438,1.07532,-1.51588,0.11948,-0.0762,-0.35897,-0.32342,-0.31883,-0.84538,-0.202,-1.36951,2.74536,-0.18643,-1.326,1
seq96|1|positive,-0.11566,-0.19123,4.87002,-0.1584,-0.07893,-0.09837,-0.13592,-0.12008,-0.19915,-0.18334,-0.22725,-0.12131,-0.18169,-0.18904,-1.0444,-0.51986,-1.13504,0.33878,-0.83047,1.79709,-0.20483,3.97318,-1.18459,-0.03323,-0.79504,-0.22454,-0.9666,-0.1838,-0.17102,-0.18092,0.44892,-0.23026,-1.08907,-0.19169,2.31435,-0.10735,-0.75649,-0.92314,-0.28689,-0.28071,-0.21525,-0.41756,-0.30461,-0.18124,-0.2232,-0.25533,-0.8001,-0.23907,-0.24428,-0.59064,-1.696,-0.54823,-0.10187,-0.26849,-0.10657,-1.29282,0.15006,-1.24236,2.54849,-1.63685,0.50302,0.28833,-1.03215,-0.23748,0.70268,-0.202,-1.36951,-0.24014,-0.1395,-0.24067,1
seq97|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,6.30763,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.48512,0.81182,-1.22935,-0.92396,-0.93378,0.49838,-0.25519,-0.26769,-0.42938,0.89136,-0.21662,-0.22454,-0.43262,-0.1838,-0.19234,-0.27867,0.65033,-0.29244,-1.12067,-0.19169,1.14755,-0.13857,-0.75649,-0.02018,-0.5874,-0.28071,-0.21525,-1.7797,-0.30461,-0.21571,-0.2232,-0.77385,0.15957,-0.23907,-0.24428,-0.59064,-1.50738,-1.2089,-0.26829,-0.28176,-0.10657,-2.33197,-0.80596,1.07532,-0.66023,0.40242,-0.01827,0.19528,-0.58787,-0.31883,-0.24464,-0.202,0.73019,-0.35722,-0.18643,0.64992,1
seq98|1|positive,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,1.65475,-0.51986,0.34685,-0.92396,-0.80588,-1.75271,-0.19653,-0.23498,2.48155,-0.75701,-0.79504,-0.22454,-0.9666,-0.1838,-0.16751,-0.16481,0.46949,-0.22001,-0.98375,-0.19169,-1.01935,-0.1022,-0.75649,0.06875,0.24972,-0.28071,-0.21525,0.7332,-0.30461,5.2269,-0.2232,-1.0147,1.93616,-0.23907,-0.24428,2.0961,-1.35007,1.58894,-0.69655,-0.2663,-0.10657,0.15359,-1.77911,-2.1273,-0.03793,2.13467,2.02598,0.01944,-0.59472,-0.22407,-0.14452,-0.202,0.73019,-0.22085,-0.13176,0.01993,1
seq99|1|positive,-0.11095,-0.18856,5.09879,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,-0.29463,1.42916,-1.11259,-0.92396,-0.80588,1.62393,-0.19653,-0.23498,-0.31229,1.42993,-0.79504,-0.22454,-0.9666,-0.1838,-0.16751,-0.16481,0.55752,-0.22001,-0.98375,-0.19169,2.59216,-0.1022,-0.75649,-0.82053,-0.21535,-0.28071,-0.21525,0.29074,-0.30461,-0.17555,-0.2232,-0.69562,-1.69049,-0.23907,-0.24428,-0.59064,0.03438,1.56645,-0.27457,-0.2663,-0.10657,-1.53597,0.37001,-1.57948,0.70105,-0.88495,1.35676,1.13923,-1.59139,-0.22407,1.85795,-0.202,0.73019,-0.22085,-0.13176,-0.28108,1
seq100|1|positive,-0.12018,-0.19379,-0.21457,-0.16183,-0.08533,-0.10337,-0.13806,-0.12242,-0.20692,-0.1858,-0.23447,-0.12964,-0.19517,-0.19811,-0.57312,-0.51986,0.59704,-0.92396,-0.85156,-0.94875,-0.21279,-0.24405,-0.6087,0.98878,-0.79504,-0.22454,-0.23374,-0.1838,-0.17439,-0.19637,-0.94066,3.74415,1.16798,-0.19169,-1.01935,-0.11228,0.27557,-1.01109,-0.34822,-0.28071,-0.21525,1.63865,-0.30461,-0.18668,-0.2232,0.70953,0.21162,-0.23907,-0.24428,1.49905,-1.63942,-1.08568,-0.09943,-0.27059,-0.10657,-0.41317,-1.35806,-0.44171,-0.89059,1.28155,-0.92704,0.01448,0.77997,-0.25034,0.57065,-0.202,-1.36951,-0.25865,-0.14692,-0.48433,1
seq101|1|positive,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,3.38621,-0.07803,0.98148,-1.0153,1.00402,-0.91246,-1.00235,-0.24192,-0.26029,0.11591,0.01792,-0.79504,3.61913,-0.36459,-0.1838,-0.18672,-0.25291,0.35605,-0.27606,0.84196,-0.19169,-1.01935,-0.13034,0.37404,0.80982,-0.21535,-0.28071,-0.21525,-0.81319,-0.30461,-0.20662,-0.2232,-0.4945,1.29286,-0.23907,-0.24428,0.85606,-1.02921,-1.03516,-0.19262,-0.27826,-0.10657,0.46227,-1.49596,0.69606,-1.03772,1.44408,-1.41962,-0.80988,-0.34401,-0.2974,0.52297,3.91224,0.73019,-0.32637,-0.17406,-0.58005,1
seq102|1|positive,-0.11566,-0.19123,-0.21189,-0.1584,-0.07893,-0.09837,-0.13592,-0.12008,-0.19915,-0.18334,4.34465,-0.12131,-0.18169,-0.18904,-1.0444,-0.51986,0.21213,-0.92396,-0.83047,0.23864,-0.20483,-0.23961,-0.37601,0.10468,-0.79504,-0.22454,-0.25799,-0.1838,-0.17102,-0.18092,-0.26711,-0.23026,1.43882,-0.19169,-1.01935,-0.10735,0.375,-0.92314,0.1424,-0.28071,-0.21525,-0.46421,-0.30461,-0.18124,5.17478,-0.05555,0.28432,-0.23907,-0.24428,-0.59064,-0.73989,-0.61232,-0.18623,-0.26849,-0.10657,-0.55112,0.28253,-0.73669,0.5163,0.29513,-0.11559,-1.4674,-0.84181,-0.23748,0.24057,-0.202,-1.36951,-0.24014,-0.1395,0.69908,1
seq103|1|positive,-0.14425,-0.20744,3.80987,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.46426,-0.51986,-1.22935,-0.92396,-0.93378,2.1867,-0.25519,-0.26769,-1.55033,0.79451,-0.21662,-0.22454,0.05563,-0.1838,-0.19234,3.60692,0.94449,-0.29244,-0.70989,-0.19169,1.86985,-0.13857,-0.75649,1.58053,0.52877,-0.28071,-0.21525,-1.41936,2.22944,-0.21571,-0.2232,-0.30163,-1.02293,-0.23907,-0.24428,-0.59064,0.41907,-0.49632,-0.32312,-0.28176,-0.10657,0.02607,-0.09457,1.74955,0.62326,-0.41435,0.83297,-0.53576,0.47294,-0.31883,-0.54501,-0.202,0.73019,-0.35722,-0.18643,0.85269,1
seq104|1|positive,-0.14787,-0.2095,-0.23097,-0.18285,-0.12459,-0.13402,-0.15117,-0.13676,-0.25449,-0.20083,-0.27874,-0.18063,-0.27776,-0.25369,-0.01615,-0.51986,-0.07013,2.41253,-0.94292,-0.62717,-0.26157,-0.27124,0.57304,-0.73365,0.84887,-0.22454,0.16841,-0.1838,-0.19503,-0.29104,0.26099,-0.30031,0.77675,-0.19169,-0.33145,-0.14252,0.35222,1.14859,0.18329,-0.28071,-0.21525,-0.03142,-0.30461,-0.22007,2.77568,-0.18169,0.59462,-0.23907,-0.24428,-0.59064,0.63772,0.04986,-0.38372,-0.28344,-0.10657,0.2837,0.37225,1.79169,-0.29657,0.17582,-0.73324,0.29281,0.21466,-0.32913,0.85672,-0.202,0.73019,-0.37204,-0.19237,-0.5972,1
seq105|1|positive,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,6.47793,-0.24449,-0.2313,-0.07803,-0.51986,-1.20989,-0.92396,-0.91246,0.1232,-0.24192,-0.26029,0.60482,-1.59738,-0.14432,-0.22454,-0.29786,-0.1838,-0.18672,-0.25291,0.20882,-0.27606,-0.52732,-0.19169,0.58576,-0.13034,-0.75649,0.80982,0.0947,-0.28071,-0.21525,0.63369,2.5462,-0.20662,-0.2232,2.1854,0.32456,-0.23907,-0.24428,-0.59064,0.57143,-0.07741,-0.81716,-0.27826,-0.10657,0.24253,-0.60003,0.14824,0.87492,-0.15839,0.15335,1.18126,0.3858,-0.2974,-0.47826,-0.202,0.73019,-0.32637,-0.17406,-0.08196,1
seq106|1|positive,-0.14053,-0.20534,-0.22663,-0.17728,-0.11419,-0.1259,-0.1477,-0.13296,-0.24189,-0.19685,-0.26701,-0.16713,-0.25589,3.27662,0.62876,-0.51986,0.99208,-0.92396,-0.92368,-1.45652,-0.24865,-0.26404,-1.41012,1.17816,-0.79504,-0.22454,-0.9666,-0.1838,-0.18957,-0.26597,-0.1638,-0.28436,0.2414,-0.19169,1.2616,-0.13451,0.30631,-0.18867,-0.55803,-0.28071,-0.21525,-0.28947,-0.30461,-0.21123,-0.2232,-1.12363,0.05557,-0.23907,-0.24428,-0.59064,0.31537,-0.86157,1.10726,-0.28003,-0.10657,0.2864,0.2463,1.1596,-0.16109,1.14176,0.9872,0.74078,0.34771,-0.30826,0.11897,-0.202,0.73019,-0.34201,-0.18033,1.90235,1
seq107|1|positive,-0.12872,-0.19864,-0.21963,-0.16832,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,-0.24813,-0.14537,-0.22066,-0.21526,0.68006,-0.51986,-1.18556,1.03893,-0.88582,-0.76786,-0.22784,3.51559,-0.10616,0.04289,0.69231,-0.22454,-0.9666,-0.1838,-0.18076,-0.22558,0.46549,-0.25868,-0.29911,-0.19169,1.68928,-0.12161,-0.75649,0.84687,0.24972,-0.28071,-0.21525,-0.13344,-0.30461,-0.19699,-0.2232,-0.50064,0.13449,-0.23907,-0.24428,-0.59064,-0.73711,-1.15198,0.01842,-0.27455,-0.10657,0.60352,1.08917,-0.23101,0.65178,-0.59205,-0.41838,-0.01081,-0.57147,-0.27466,-0.01936,-0.202,0.73019,-0.29364,-0.16094,-0.88522,1
seq108|1|positive,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,-0.07803,-0.51986,-0.23693,-0.92396,-0.91246,-0.25198,-0.24192,-0.26029,-0.21063,-2.31229,-0.79504,-0.22454,0.21057,-0.1838,-0.18672,3.85489,2.88778,-0.27606,-0.07089,-0.19169,-1.01935,-0.13034,0.31712,1.99553,-0.21535,-0.28071,-0.21525,-0.29502,-0.30461,-0.20662,-0.2232,0.28195,-0.22547,-0.23907,-0.24428,0.85606,0.09981,0.0126,-0.48223,-0.27826,-0.10657,-0.54976,0.33673,0.65392,-0.0814,1.05002,1.95844,-1.78607,0.41193,-0.2974,0.18923,-0.202,-1.36951,-0.32637,-0.17406,-0.75532,1
seq109|1|positive,-0.12872,-0.19864,-0.21963,-0.16832,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,-0.24813,-0.14537,-0.22066,-0.21526,0.68006,1.02247,0.12793,0.67961,0.55309,0.0763,-0.22784,-0.25244,-0.32364,0.09637,-0.79504,-0.22454,-0.34815,-0.1838,-0.18076,-0.22558,0.28475,-0.25868,-0.29911,-0.19169,-1.01935,-0.12161,0.33433,-1.15401,-0.79668,-0.28071,-0.21525,1.24676,-0.30461,-0.19699,-0.2232,0.29687,0.09233,-0.23907,-0.24428,-0.59064,0.79079,-0.89196,-0.64145,-0.27455,-0.10657,-1.18944,-0.86574,-0.82097,0.10986,-0.3375,1.10165,-0.0578,-1.35805,-0.27466,0.3561,-0.202,-1.36951,-0.29364,-0.16094,1.92984,1
seq110|1|positive,-0.14787,-0.2095,-0.23097,-0.18285,-0.12459,-0.13402,-0.15117,-0.13676,-0.25449,-0.20083,-0.27874,-0.18063,-0.27776,-0.25369,1.09779,-0.51986,0.26345,1.73497,0.15339,-0.94875,-0.26157,-0.27124,0.86102,-0.49703,0.3009,-0.22454,-0.36264,-0.1838,-0.19503,3.49617,0.08501,-0.30031,-0.78813,-0.19169,-0.33145,-0.14252,-0.75649,0.13227,-0.87973,-0.28071,2.47062,0.4941,-0.30461,-0.22007,-0.2232,1.06298,-0.02464,-0.23907,-0.24428,-0.59064,0.31281,-0.86233,-0.4003,-0.28344,-0.10657,0.1847,-0.49425,0.61178,0.5163,-0.69729,-0.46332,0.73689,-2.18275,-0.32913,-0.28755,-0.202,-1.36951,-0.37204,-0.19237,-0.95128,1
seq111|1|positive,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,-0.94443,-0.51986,-1.40448,-0.92396,-1.12564,0.49838,-0.19653,-0.23498,0.26666,-0.79004,0.24611,-0.22454,-0.19777,-0.1838,-0.16751,-0.16481,-1.18154,-0.22001,0.38553,-0.19169,0.18448,-0.1022,-0.75649,-1.26517,-0.68042,-0.28071,-0.21525,0.83524,-0.30461,-0.17555,-0.2232,-1.16981,1.24543,-0.23907,-0.24428,-0.59064,-0.32371,-0.85568,-0.85555,-0.2663,-0.10657,-0.94884,-0.61333,-1.53734,-1.51588,-0.62128,-0.29731,-0.11993,-0.36407,-0.22407,0.85672,-0.202,-1.36951,-0.22085,-0.13176,1.08054,1
seq112|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,6.10497,-0.26697,-0.24643,0.09525,-0.51986,-1.40448,-0.92396,-1.12564,1.17371,-0.25519,-0.26769,-0.41543,-0.64855,-0.79504,-0.22454,0.70451,-0.1838,-0.19234,-0.27867,-0.70452,-0.29244,-0.29911,-0.19169,-1.01935,-0.13857,1.39999,-0.55375,-0.86644,-0.28071,-0.21525,2.03666,2.22944,-0.21571,-0.2232,1.5017,-0.64676,-0.23907,-0.24428,-0.59064,-0.88509,0.40471,-0.22167,-0.28176,-0.10657,0.74938,1.18099,0.44322,-1.08805,-1.60911,0.59992,-0.35351,-1.4088,-0.31883,1.55758,-0.202,0.73019,-0.35722,-0.18643,-0.87241,1
seq113|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.48512,0.91613,0.52198,1.30174,0.60105,-0.51461,-0.25519,-0.26769,-1.22579,-0.25258,0.36179,-0.22454,0.18485,-0.1838,-0.19234,-0.27867,0.02422,-0.29244,0.52246,-0.19169,-0.29705,-0.13857,1.39207,-1.3541,-0.86644,-0.28071,-0.21525,0.69747,-0.30461,-0.21571,-0.2232,0.54416,-0.41076,-0.23907,-0.24428,-0.59064,-0.05429,-1.45118,0.56233,-0.28176,-0.10657,-0.55747,-1.48124,1.62313,1.47892,0.21655,-0.68203,1.88774,-0.04746,-0.31883,0.05573,-0.202,-1.36951,-0.35722,-0.18643,-0.96403,1
