,DDE_HD,DDE_DD,DDE_QK,DDE_QD,DDE_VM,DDE_WV,DDE_MK,DDE_MD,DDE_GP,DDE_DN,DDE_AI,DDE_AH,DDE_SS,DDE_TT,CTDC_secondarystruct.G3,QSO3_SC_M,CTDD_hydrophobicity_CASG920101.3.residue75,DDR_N,CTDD_hydrophobicity_CASG920101.3.residue0,CTDC_secondarystruct.G1,DDE_YL,DDE_VD,MSW__27,Z3__7,CKSAAGP_uncharger.uncharger.gap1,CKSAAP_TS.gap3,QSO3_SC_L,CKSAAP_IY.gap2,DDE_DQ,DDE_PS,MSW__7,DDE_LI,CTDC_hydrophobicity_ENGD860101.G3,CKSAAP_NG.gap1,AAC_K,DDE_HE,PAAC_Xc1.R,CTDD_polarity.2.residue50,CTDD_polarity.2.residue0,CTriad_g6.g1.g1,CTriad_g4.g3.g1,Z5__26,CKSAAP_AL.gap1,DDE_DP,CKSAAP_VS.gap2,NMBroto_CHAM810101.lag2,Z3__21,CTriad_g6.g3.g2,GTPC_postivecharger.alphaticr.aromatic,CKSAAGP_alphaticr.aromatic.gap4,Geary_CHAM820102.lag3,Z3__27,Z5__46,DDE_EK,CKSAAP_HR.gap3,Geary_CHAM820101.lag3,TM_tend,formula_H,CTDT_hydrophobicity_PONP930101.Tr1221,MSW__16,MSW__8,NMBroto_CIDH920105.lag2,Z5__44,DDE_GL,CTDD_hydrophobicity_FASG890101.1.residue0,CKSAAP_ET.gap3,OVP_Hydrophobic_N4,DDE_SL,DDE_PP,Charge_phys,y
negative607,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.29463,-0.51986,0.52198,1.79657,0.98476,1.17371,-0.25519,-0.26769,-0.17971,-1.83238,-0.79504,-0.22454,0.52435,-0.1838,-0.19234,-0.27867,-0.12123,-0.29244,0.11168,-0.19169,-0.29705,-0.13857,0.30117,0.24661,-0.86644,-0.28071,-0.21525,0.00254,-0.30461,-0.21571,-0.2232,-0.84722,-0.40232,-0.23907,-0.24428,-0.59064,-0.64518,0.16322,-0.56491,-0.28176,-0.10657,0.38273,1.73506,1.11746,0.62326,-1.15992,0.818,-0.99951,0.75878,2.91497,-0.54501,-0.202,0.73019,-0.35722,-0.18643,1.45607,0
negative608,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,1.38452,0.93063,0.49893,-0.35822,-1.5276,-0.22045,-0.24832,0.66853,-0.89938,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-1.2216,-0.24955,0.93324,-0.19169,-1.01935,-0.11703,-0.75649,0.69125,-0.40137,-0.28071,-0.21525,-1.0078,-0.30461,4.59684,-0.2232,0.0122,1.42036,-0.23907,-0.24428,-0.59064,-0.25705,0.09069,-0.95079,-0.2726,-0.10657,0.41923,-1.31221,-0.52599,-0.93526,0.93667,-0.17404,0.32886,1.31999,-0.26272,2.05819,-0.202,0.73019,-0.27646,-0.15406,-1.30852,0
negative609,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,0.69712,0.66319,1.17662,0.27327,-0.22045,-0.24832,0.34219,0.20506,0.00584,4.6674,-0.22869,-0.1838,-0.17764,-0.21124,0.47577,-0.24955,-0.70989,-0.19169,-0.05628,-0.11703,0.37966,-0.02018,0.71479,-0.28071,-0.21525,-0.65342,-0.30461,-0.19193,-0.2232,0.3293,-0.5754,-0.23907,-0.24428,-0.59064,1.51391,0.1063,-0.24516,-0.2726,-0.10657,1.03085,-1.05641,-0.18887,0.22599,-0.53285,0.17894,-0.33482,0.48743,-0.26272,-0.74525,5.03431,0.73019,-0.27646,-0.15406,-0.71744,0
negative610,-0.11566,-0.19123,-0.21189,-0.1584,-0.07893,-0.09837,-0.13592,8.76556,-0.19915,-0.18334,-0.22725,-0.12131,-0.18169,-0.18904,1.95466,1.38736,-1.40448,-0.92396,-1.12564,-0.80033,-0.20483,-0.23961,-1.56359,0.4713,3.93742,5.7545,-0.9666,-0.1838,-0.17102,4.70834,0.52235,-0.23026,-1.72105,-0.19169,-1.01935,-0.10735,1.52737,0.71861,0.5717,-0.28071,-0.21525,-1.45508,-0.30461,-0.18124,-0.2232,0.86734,-0.66263,-0.23907,-0.24428,-0.59064,-0.0364,-1.54548,1.35633,-0.26849,-0.10657,0.16293,0.19366,-1.20022,1.1937,0.72177,-1.26065,0.26239,0.21344,-0.23748,-0.22153,-0.202,-1.36951,-0.24014,6.90337,0.43516,0
negative611,-0.12453,-0.19626,-0.21715,5.86665,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,2.2815,2.09818,-0.92396,2.71145,1.17371,-0.22045,-0.24832,-0.59264,0.57192,-0.79504,-0.22454,0.71835,-0.1838,5.74403,-0.21124,1.24834,-0.24955,0.93324,-0.19169,-1.01935,-0.11703,0.30497,-0.7316,0.34274,-0.28071,-0.21525,-1.04555,-0.30461,-0.19193,-0.2232,-0.46147,0.40267,4.68535,-0.24428,-0.59064,0.62476,-0.43172,0.01555,-0.2726,-0.10657,0.24458,0.06988,-0.27315,-0.35463,2.30863,0.988,-2.38765,-0.39957,-0.26272,-0.74525,5.03431,0.73019,-0.27646,-0.15406,-0.70291,0
negative612,-0.12453,-0.19626,-0.21715,5.86665,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,0.23009,-0.92396,0.665,0.72349,-0.22045,-0.24832,-1.83131,-0.23607,-0.79504,-0.22454,0.21984,-0.1838,-0.17764,-0.21124,0.89416,3.58977,-0.16218,-0.19169,0.90678,-0.11703,0.29413,-1.79874,-0.77343,-0.28071,-0.21525,-0.65616,-0.30461,-0.19193,-0.2232,0.01716,-0.61808,-0.23907,-0.24428,-0.59064,-1.04634,-1.05637,1.06912,-0.2726,-0.10657,-0.30373,2.08167,0.10611,-0.35463,0.96816,0.13808,-1.67555,0.73683,-0.26272,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,0.58856,0
negative613,6.67382,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,5.60925,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,3.99402,-0.51986,-1.40448,1.55018,-1.12564,-1.5276,-0.25519,-0.26769,3.2883,-0.89669,1.51861,-0.22454,-0.38217,-0.1838,-0.19234,3.60692,0.01313,-0.29244,-1.94224,3.82133,-1.01935,-0.13857,-0.75649,0.51339,-0.86644,4.20706,-0.21525,0.46769,-0.30461,3.89495,-0.2232,0.295,0.95217,-0.23907,-0.24428,-0.59064,0.47944,1.29443,-0.78053,-0.28176,-0.10657,-1.22163,-1.16751,-0.61027,2.33457,0.07466,0.95485,1.31777,0.13443,-0.31883,0.05573,-0.202,-1.36951,-0.35722,-0.18643,-1.26612,0
negative614,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,1.91467,-0.51986,-0.93746,-0.92396,-0.61402,-1.07738,-0.22045,-0.24832,0.27831,-0.02966,4.81111,-0.22454,0.04668,-0.1838,-0.17764,-0.21124,-2.03619,-0.24955,-0.70989,-0.19169,-1.01935,-0.11703,0.49313,0.33553,-0.77343,-0.28071,-0.21525,-1.50503,-0.30461,-0.19193,-0.2232,0.92297,1.0832,-0.23907,-0.24428,-0.59064,1.30073,-0.74489,0.96842,-0.2726,-0.10657,-2.00399,-1.47215,-0.44171,0.80661,1.06917,-1.89376,0.84807,-2.224,-0.26272,0.05573,-0.202,0.73019,-0.27646,9.62658,-0.56563,0
negative615,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,0.69712,-0.92396,1.17662,-0.62717,-0.22045,-0.24832,0.096,-0.11383,-0.79504,-0.22454,0.40945,-0.1838,-0.17764,-0.21124,-2.35585,-0.24955,2.57638,-0.19169,-1.01935,-0.11703,0.32817,-1.44303,-0.40137,-0.28071,-0.21525,0.17397,-0.30461,-0.19193,-0.2232,-0.12588,1.78966,-0.23907,-0.24428,-0.59064,-0.38728,1.06641,0.50912,-0.2726,-0.10657,-1.05591,-0.64909,0.02183,-1.51588,1.11829,-0.77822,1.22955,-0.1219,-0.26272,0.45622,-0.202,-1.36951,-0.27646,3.10616,0.43528,0
negative616,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,2.42466,-0.20684,1.91467,3.21827,0.23009,1.10258,0.665,-0.17695,-0.22045,-0.24832,0.18784,1.15625,0.00584,-0.22454,0.53232,-0.1838,-0.17764,4.31533,-0.19468,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,-0.75649,-0.37589,-0.77343,-0.28071,-0.21525,-1.4564,-0.30461,-0.19193,-0.2232,-1.48243,0.04185,-0.23907,-0.24428,1.29008,-1.3687,-0.31052,-0.75872,-0.2726,-0.10657,0.43141,-0.39646,-0.61027,-1.51588,0.3058,-1.89324,-0.2102,-1.51562,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,-0.56563,0
negative617,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,3.19751,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-0.00342,0.66319,-0.10241,-0.62717,-0.22045,-0.24832,0.54747,1.4599,1.6076,-0.22454,2.03076,-0.1838,-0.17764,-0.21124,-0.27092,-0.24955,0.93324,-0.19169,-1.01935,-0.11703,-0.75649,-1.08732,-0.77343,-0.28071,-0.21525,0.42759,-0.30461,-0.19193,-0.2232,-1.26096,1.14246,-0.23907,-0.24428,-0.59064,-0.44248,0.2682,-0.97891,-0.2726,-0.10657,-1.09413,-0.13414,-0.52599,-0.35463,0.81984,-0.87233,-1.13212,-0.95895,-0.26272,2.05819,-0.202,0.73019,-0.27646,-0.15406,-1.70381,0
negative618,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,-1.40448,-0.92396,-1.12564,1.62393,4.44426,-0.24832,-2.61787,1.21402,0.00584,-0.22454,1.26909,-0.1838,-0.17764,-0.21124,0.54609,-0.24955,-0.16218,-0.19169,0.90678,-0.11703,1.29022,-1.44303,-0.40137,-0.28071,-0.21525,-0.7789,-0.30461,-0.19193,-0.2232,-0.05999,-1.14401,-0.23907,-0.24428,1.29008,0.90531,0.34678,1.78421,-0.2726,-0.10657,-0.07963,0.21911,0.44322,1.38724,0.60695,0.66021,-0.58242,0.9436,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,0.81036,0
negative619,-0.13278,-0.20094,-0.22203,-0.1714,-0.1032,-0.11732,-0.14403,-0.12895,-0.22857,3.84048,-0.25462,-0.15285,-0.23276,-0.22341,0.96674,-0.51986,1.27402,0.37163,-0.4485,-1.28925,-0.23499,-0.25643,0.5146,-0.11771,1.28725,-0.22454,-0.26401,-0.1838,-0.18379,-0.23946,0.0355,-0.2675,1.0299,-0.19169,-0.16959,-0.12605,-0.75649,0.98419,2.13736,-0.28071,-0.21525,-1.31836,-0.30461,-0.20188,-0.2232,0.46329,1.45086,-0.23907,-0.24428,-0.59064,0.70912,0.95845,0.23816,-0.27644,-0.10657,0.24484,0.05061,0.5275,-1.51588,1.91277,0.45194,-0.5626,0.00665,-0.2862,-0.439,-0.202,0.73019,-0.31026,2.88204,0.30475,0
negative620,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-0.47044,0.44554,-0.61402,-1.5276,-0.22045,-0.24832,1.58649,0.20661,1.6076,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-1.18599,-0.24955,-0.16218,-0.19169,-1.01935,-0.11703,-0.75649,0.33553,-0.77343,-0.28071,-0.21525,-0.66053,-0.30461,-0.19193,-0.2232,-0.39411,1.68397,-0.23907,-0.24428,-0.59064,-0.72502,-0.81659,-0.81789,-0.2726,-0.10657,0.6002,-0.71608,-0.52599,0.22599,1.17498,-1.19055,0.05234,-0.93627,-0.26272,3.25967,-0.202,0.73019,-0.27646,-0.15406,-1.58999,0
negative621,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,1.00461,1.16414,0.4168,1.68823,-0.17695,-0.22045,-0.24832,0.22427,-1.68954,-0.79504,-0.22454,-0.35531,-0.1838,-0.17764,-0.21124,-0.62334,3.58977,0.38553,5.3648,-0.05628,-0.11703,-0.75649,-0.02018,-0.02932,4.20706,-0.21525,0.59314,3.20408,-0.19193,-0.2232,-0.52448,0.53868,-0.23907,-0.24428,-0.59064,-0.18525,0.49217,-0.84002,-0.2726,-0.10657,-0.28183,3.10055,-0.69455,0.80661,0.03585,1.36939,-2.14671,0.67025,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,1.17817,0
negative622,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,0.23009,0.17657,0.665,-0.62717,-0.22045,-0.24832,-0.74979,-0.96364,-0.79504,-0.22454,0.24653,-0.1838,-0.17764,-0.21124,-0.65333,-0.24955,-0.70989,-0.19169,1.86985,-0.11703,-0.75649,-1.79874,-0.77343,-0.28071,-0.21525,-0.36444,-0.30461,-0.19193,-0.2232,0.26006,-0.78424,4.68535,-0.24428,-0.59064,-0.85543,0.75147,-0.12897,-0.2726,-0.10657,-1.71241,0.29921,-0.06245,-1.51588,-1.04163,0.8712,-0.13734,-0.39173,-0.26272,0.05573,-0.202,-1.36951,3.33793,-0.15406,-0.62768,0
negative623,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,8.68434,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,1.15114,1.63116,-0.92396,-0.61402,-0.62717,-0.22045,-0.24832,0.03803,-0.51062,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.31253,-0.24955,-0.16218,-0.19169,-0.05628,-0.11703,-0.75649,0.69125,0.34274,4.20706,-0.21525,2.94635,-0.30461,-0.19193,-0.2232,1.86063,0.85225,-0.23907,-0.24428,3.1708,-0.05947,-0.20029,-1.69052,-0.2726,-0.10657,-0.34071,-1.15233,-0.73669,0.22599,0.43411,-0.01041,0.37343,1.52376,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,1.13634,0
negative624,-0.12453,-0.19626,4.48779,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,-0.70395,0.52767,-0.86983,-0.62717,-0.22045,-0.24832,-0.29206,0.82246,-0.79504,-0.22454,-0.34457,-0.1838,-0.17764,-0.21124,-0.39057,-0.24955,0.93324,-0.19169,-0.05628,-0.11703,-0.75649,2.1141,3.31919,-0.28071,-0.21525,-0.50172,-0.30461,-0.19193,-0.2232,0.30981,1.03795,-0.23907,3.73903,1.29008,-0.01634,0.20444,-0.58303,-0.2726,-0.10657,0.55896,0.93291,-0.14673,-0.93526,1.24989,0.64702,-0.71277,0.66511,-0.26272,0.85672,-0.202,0.73019,-0.27646,-0.15406,-0.92525,0
negative625,-0.10602,-0.18576,-0.20618,-0.15107,-0.06525,-0.08769,-0.13135,-0.11509,-0.18259,-0.17811,-0.21183,-0.10355,-0.15292,-0.16968,-0.82628,-0.51986,-1.40448,-0.92396,-1.12564,1.41928,-0.18784,-0.23014,-0.255,0.15189,-0.79504,-0.22454,-0.16294,-0.1838,-0.16384,-0.14795,-1.30274,-0.20929,-0.11239,-0.19169,0.29392,-0.09682,-0.75649,0.27086,-0.13079,-0.28071,-0.21525,-0.57144,-0.30461,-0.16961,-0.2232,-0.17176,0.41572,-0.23907,-0.24428,-0.59064,-0.4381,-0.13877,-0.62693,-0.26401,-0.10657,-0.37245,1.07875,-1.95874,1.73561,-0.23991,0.26783,-0.32036,-1.64042,-0.21004,-0.59962,-0.202,0.73019,-0.20065,-0.12366,1.35317,0
negative626,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,-0.00342,-0.92396,0.4092,0.27327,-0.22045,3.65197,0.09435,-0.88446,0.00584,-0.22454,0.26834,-0.1838,-0.17764,-0.21124,0.69059,-0.24955,0.38553,-0.19169,-1.01935,-0.11703,0.30405,-1.08732,-0.77343,-0.28071,-0.21525,0.5345,-0.30461,-0.19193,-0.2232,0.03556,0.36145,-0.23907,-0.24428,-0.59064,-0.18935,-1.58639,0.45017,-0.2726,-0.10657,1.13926,-0.11484,-0.56813,0.22599,-0.12432,0.56242,-0.18193,1.74033,-0.26272,0.85672,-0.202,0.73019,-0.27646,-0.15406,0.78536,0
negative627,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,1.44134,0.46361,0.44554,0.92081,0.27327,-0.22045,-0.24832,0.89228,-1.23949,-0.79504,-0.22454,0.60605,-0.1838,-0.17764,-0.21124,0.36114,-0.24955,0.38553,-0.19169,-1.01935,-0.11703,0.40375,-1.08732,-0.77343,-0.28071,-0.21525,0.57337,-0.30461,-0.19193,-0.2232,1.42183,-0.34338,4.68535,-0.24428,-0.59064,1.2214,0.10905,-0.50312,-0.2726,-0.10657,-1.24291,-1.08369,-0.86311,0.22599,-0.56059,-1.26867,0.07746,-2.44461,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,-1.70381,0
negative628,-0.12453,-0.19626,4.48779,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.72418,-0.51986,-1.40448,-0.92396,-1.12564,2.97458,-0.22045,-0.24832,-1.70855,0.25908,-0.79504,4.6674,-0.29656,-0.1838,-0.17764,-0.21124,0.89924,-0.24955,-1.80531,-0.19169,3.79599,-0.11703,-0.75649,-0.37589,-0.02932,-0.28071,-0.21525,-1.87158,-0.30461,-0.19193,-0.2232,-0.0739,-1.98117,-0.23907,-0.24428,-0.59064,0.1808,3.00493,0.32663,-0.2726,-0.10657,0.97197,0.6021,0.10611,0.22599,-1.62128,0.39032,1.24021,-0.15355,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,0.03999,0
negative629,-0.14787,-0.2095,-0.23097,-0.18285,-0.12459,-0.13402,-0.15117,-0.13676,5.45472,-0.20083,-0.27874,-0.18063,-0.27776,-0.25369,1.4691,-0.51986,0.43025,-0.92396,0.88427,-0.30558,-0.26157,-0.27124,-0.73359,-1.05505,-0.24707,-0.22454,-0.9666,-0.1838,-0.19503,-0.29104,0.75676,-0.30031,-1.57058,-0.19169,1.73227,-0.14252,-0.75649,0.13227,-0.87973,-0.28071,1.57533,2.0597,-0.30461,-0.22007,-0.2232,0.1013,-1.33216,-0.23907,-0.24428,-0.59064,-0.16355,-1.81371,-0.33941,-0.28344,-0.10657,-2.70569,-1.328,0.7382,2.54849,-1.27566,0.09191,1.11646,0.91808,-0.32913,-0.28755,-0.202,0.73019,-0.37204,-0.19237,0.04561,0
positive1,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,2.42466,-0.20684,0.35516,-0.51986,-1.40448,-0.92396,-1.12564,-1.07738,-0.22045,3.65197,0.38459,-0.47162,0.80672,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.13973,-0.24955,-0.70989,-0.19169,0.90678,-0.11703,-0.75649,0.33553,-0.02932,-0.28071,-0.21525,-0.58833,-0.30461,-0.19193,4.27512,-0.30794,0.65263,-0.23907,-0.24428,-0.59064,0.68003,0.8775,-0.44916,-0.2726,-0.10657,0.76512,-0.25838,-0.61027,-0.93526,0.38372,-1.40849,-0.98517,0.96505,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,-0.61326,1
positive2,-0.13671,3.88553,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,0.78836,-0.51986,-0.8207,2.00805,-0.48612,-0.25198,-0.24192,-0.26029,0.78515,-1.58849,-0.79504,-0.22454,0.16402,-0.1838,-0.18672,-0.25291,-0.44673,-0.27606,-0.07089,-0.19169,-0.2168,-0.13034,-0.75649,0.51339,0.71479,-0.28071,-0.21525,-0.12328,-0.30461,-0.20662,-0.2232,-1.34192,0.57654,-0.23907,-0.24428,-0.59064,0.28606,0.13693,0.2586,-0.27826,-0.10657,-1.27603,-1.31308,-0.18887,0.87492,0.6929,0.66811,1.32945,-0.42609,-0.2974,-0.47826,-0.202,0.73019,-0.32637,-0.17406,0.95529,1
positive3,-0.15821,10.33014,-0.23709,-0.19071,-0.13925,-0.14547,-0.15606,-0.14211,-0.27226,-0.20644,-0.29527,-0.19968,-0.30861,-0.27445,2.62945,-0.51986,-0.38287,-0.92396,-0.00649,-0.90855,-0.27979,-0.2814,2.87531,-1.10576,-0.32179,-0.22454,-0.9666,-0.1838,-0.20274,-0.3264,1.73833,-0.32281,-2.0107,-0.19169,-1.01935,-0.15381,-0.75649,1.18035,-0.91295,1.21521,-0.21525,-0.23983,-0.30461,-0.23254,-0.2232,1.3668,0.64493,-0.23907,-0.24428,-0.59064,-0.5123,0.8387,-1.14585,-0.28824,-0.10657,-0.17985,0.16936,0.02183,-0.10219,0.52476,1.17496,2.52342,0.30827,-0.35856,-0.89544,-0.202,-1.36951,-0.41439,-0.20935,0.82511,1
positive4,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,3.77947,-1.20435,-0.51986,-1.40448,1.40235,-1.12564,1.62393,-0.22045,-0.24832,0.83181,-0.79286,0.00584,-0.22454,0.6871,-0.1838,-0.17764,-0.21124,-0.70799,-0.24955,-1.2576,-0.19169,-0.05628,-0.11703,-0.75649,-0.02018,-0.02932,-0.28071,5.1565,-0.47392,-0.30461,-0.19193,-0.2232,-0.32588,0.4284,-0.23907,-0.24428,-0.59064,-0.40617,0.51991,-1.32502,-0.2726,-0.10657,-0.20919,0.86188,-0.90525,1.96786,-1.02619,-0.90683,0.13423,-1.97483,-0.26272,1.6577,-0.202,0.73019,-0.27646,-0.15406,-0.56563,1
positive5,-0.12872,-0.19864,-0.21963,-0.16832,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,-0.24813,6.92134,-0.22066,-0.21526,-0.78198,-0.51986,-0.09098,0.8336,0.31327,1.76462,-0.22784,-0.25244,-0.33011,1.25335,-0.79504,-0.22454,0.14709,-0.1838,-0.18076,-0.22558,1.55707,-0.25868,-0.81259,-0.19169,-1.01935,-0.12161,0.29259,-1.15401,-0.09908,4.20706,-0.21525,0.03712,-0.30461,-0.19699,-0.2232,0.30189,0.11061,-0.23907,-0.24428,-0.59064,0.74632,0.07002,-1.04071,-0.27455,-0.10657,1.22923,0.16904,-0.27315,-0.43205,-1.12444,0.84026,0.08315,0.83447,3.36487,-0.77029,-0.202,0.73019,-0.29364,-0.16094,0.55135,1
positive6,-0.13278,-0.20094,-0.22203,-0.1714,-0.1032,-0.11732,-0.14403,-0.12895,-0.22857,-0.19264,-0.25462,-0.15285,-0.23276,-0.22341,-0.86798,-0.51986,-0.37429,-0.92396,0.00292,0.69701,4.12844,-0.25643,-0.84578,1.7197,-0.79504,-0.22454,0.9016,-0.1838,-0.18379,-0.23946,-1.07573,3.32385,1.0299,-0.19169,-0.16959,-0.12605,0.33566,0.35646,1.15251,-0.28071,-0.21525,-0.47376,-0.30461,-0.20188,-0.2232,0.08816,0.09871,4.68535,-0.24428,-0.59064,-0.74135,-1.03339,0.05862,-0.27644,-0.10657,-1.47732,0.73897,0.65392,-0.49979,-0.28416,-0.04053,-0.8282,0.20761,-0.2862,-0.79237,-0.202,0.73019,-0.31026,-0.16761,-1.01684,1
positive7,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,3.1754,-0.68451,-0.51986,-0.17855,0.93421,-0.74193,-0.85228,-0.25519,-0.26769,0.16703,0.0378,-0.79504,-0.22454,-0.40316,-0.1838,-0.19234,-0.27867,-0.21528,-0.29244,0.52246,-0.19169,-1.01935,-0.13857,0.34027,-0.55375,-0.30836,-0.28071,-0.21525,1.00484,-0.30461,-0.21571,-0.2232,-1.30273,0.16835,-0.23907,-0.24428,0.66317,-0.29927,0.73783,-0.15444,-0.28176,-0.10657,0.65121,-0.32149,0.9489,-1.08805,-0.55495,-0.23147,-0.4445,0.60766,-0.31883,1.55758,-0.202,0.73019,-0.35722,-0.18643,0.5016,1
positive8,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-0.00342,0.85619,0.4092,0.72349,-0.22045,-0.24832,0.08474,0.09541,0.00584,-0.22454,1.11236,-0.1838,-0.17764,-0.21124,0.11966,-0.24955,-0.16218,-0.19169,-1.01935,-0.11703,-0.75649,-0.37589,-0.02932,-0.28071,-0.21525,-0.14758,-0.30461,-0.19193,-0.2232,1.8759,0.48186,-0.23907,-0.24428,-0.59064,-0.2982,0.09465,-1.78857,-0.2726,-0.10657,0.93551,-1.02392,-0.77883,-0.93526,-0.33248,0.61928,2.71431,-0.04341,3.50456,-0.74525,5.03431,-1.36951,-0.27646,-0.15406,-0.92525,1
positive9,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-0.70395,-0.92396,-0.86983,-0.62717,-0.22045,-0.24832,1.08119,1.19356,-0.79504,-0.22454,1.11611,-0.1838,-0.17764,-0.21124,-1.23236,-0.24955,0.93324,-0.19169,-1.01935,-0.11703,-0.75649,0.69125,0.34274,-0.28071,-0.21525,1.24479,3.20408,-0.19193,-0.2232,-1.25023,0.72834,-0.23907,-0.24428,-0.59064,-0.82143,0.04882,-1.42603,-0.2726,-0.10657,-0.35007,-1.31683,-0.77883,-0.93526,-0.15649,-1.79938,0.44423,0.16824,3.50456,1.6577,-0.202,0.73019,-0.27646,-0.15406,-1.70381,1
