,DDE_HD,DDE_DD,DDE_QK,DDE_QD,DDE_VM,DDE_WV,DDE_MK,DDE_MD,DDE_GP,DDE_DN,DDE_AI,DDE_AH,DDE_SS,DDE_TT,CTDC_secondarystruct.G3,QSO3_SC_M,CTDD_hydrophobicity_CASG920101.3.residue75,DDR_N,CTDD_hydrophobicity_CASG920101.3.residue0,CTDC_secondarystruct.G1,DDE_YL,DDE_VD,MSW__27,Z3__7,CKSAAGP_uncharger.uncharger.gap1,CKSAAP_TS.gap3,QSO3_SC_L,CKSAAP_IY.gap2,DDE_DQ,DDE_PS,MSW__7,DDE_LI,CTDC_hydrophobicity_ENGD860101.G3,CKSAAP_NG.gap1,AAC_K,DDE_HE,PAAC_Xc1.R,CTDD_polarity.2.residue50,CTDD_polarity.2.residue0,CTriad_g6.g1.g1,CTriad_g4.g3.g1,Z5__26,CKSAAP_AL.gap1,DDE_DP,CKSAAP_VS.gap2,NMBroto_CHAM810101.lag2,Z3__21,CTriad_g6.g3.g2,GTPC_postivecharger.alphaticr.aromatic,CKSAAGP_alphaticr.aromatic.gap4,Geary_CHAM820102.lag3,Z3__27,Z5__46,DDE_EK,CKSAAP_HR.gap3,Geary_CHAM820101.lag3,TM_tend,formula_H,CTDT_hydrophobicity_PONP930101.Tr1221,MSW__16,MSW__8,NMBroto_CIDH920105.lag2,Z5__44,DDE_GL,CTDD_hydrophobicity_FASG890101.1.residue0,CKSAAP_ET.gap3,OVP_Hydrophobic_N4,DDE_SL,DDE_PP,Charge_phys,y
negative232,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,-0.23693,-0.92396,0.15339,0.72349,-0.22045,-0.24832,-0.98456,-0.51164,-0.79504,-0.22454,-0.42253,-0.1838,-0.17764,-0.21124,1.04537,-0.24955,-0.16218,-0.19169,0.90678,-0.11703,-0.75649,2.1141,1.83096,-0.28071,-0.21525,-0.12498,-0.30461,-0.19193,-0.2232,-0.22238,0.06671,4.68535,-0.24428,-0.59064,-0.4124,0.32216,-0.797,3.41445,-0.10657,1.70907,1.8892,-0.35743,-0.93526,-0.75278,1.52941,-1.53234,0.39946,3.50456,-0.34476,-0.202,0.73019,-0.27646,-0.15406,0.60037,0
negative233,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,5.05746,-0.20684,-0.68451,-0.51986,-0.47044,-0.92396,-0.86983,0.27327,-0.22045,-0.24832,0.38016,-0.7803,0.80672,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.74288,-0.24955,-0.70989,-0.19169,0.90678,-0.11703,-0.75649,1.04696,-0.02932,1.96317,-0.21525,-0.58062,-0.30461,-0.19193,-0.2232,0.03624,-0.49288,-0.23907,-0.24428,-0.59064,-1.05749,-0.19428,-1.07687,-0.2726,-0.10657,-0.95975,1.51403,-0.86311,-0.35463,-0.9671,0.08679,0.32148,-0.63814,-0.26272,-0.34476,5.03431,0.73019,-0.27646,-0.15406,0.43528,0
negative234,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,0.35516,-0.51986,-0.23693,-0.1848,-0.69929,-1.00235,-0.24192,-0.26029,-0.19116,-0.30578,-0.79504,-0.22454,1.04759,-0.1838,-0.18672,-0.25291,0.61875,-0.27606,0.84196,-0.19169,-0.2168,-0.13034,-0.75649,-1.85803,-0.83544,-0.28071,-0.21525,-0.9048,-0.30461,-0.20662,-0.2232,-0.19591,1.58473,2.22314,-0.24428,-0.59064,-1.06302,-0.17338,-0.53291,-0.27826,-0.10657,-1.01013,2.05324,0.99104,-1.51588,0.24966,0.58371,-2.61015,0.23369,-0.2974,1.19046,-0.202,0.73019,-0.32637,-0.17406,1.10326,0
negative235,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,0.69712,-0.92396,0.665,-1.5276,-0.22045,-0.24832,1.05317,0.05906,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.09794,-0.24955,0.38553,-0.19169,-1.01935,-0.11703,-0.75649,-1.08732,-0.77343,-0.28071,-0.21525,3.91938,-0.30461,-0.19193,-0.2232,4.35361,0.44736,1.4024,-0.24428,3.1708,0.85954,0.24515,-1.7185,-0.2726,-0.10657,-0.55991,-1.19849,-1.2845,-0.93526,-0.1073,0.34054,2.53908,0.59454,-0.26272,0.85672,-0.202,0.73019,-0.27646,-0.15406,-0.56563,0
negative236,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.29463,0.83374,-0.35368,-0.92396,0.02549,-0.17695,-0.25519,-0.26769,0.28713,2.21057,-0.79504,3.13867,-0.42383,-0.1838,-0.19234,-0.27867,-0.97071,-0.29244,0.52246,-0.19169,-1.01935,7.3076,1.49698,1.31375,0.80781,-0.28071,-0.21525,0.65624,-0.30461,-0.21571,-0.2232,-0.18087,0.32119,-0.23907,-0.24428,-0.59064,1.96309,-0.49191,0.15683,-0.28176,13.93181,0.23969,0.80799,1.24388,0.62326,1.15109,-0.57768,-0.4542,1.48844,-0.31883,-0.54501,-0.202,-1.36951,-0.35722,-0.18643,-0.78899,0
negative237,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,0.93063,-0.92396,1.43242,-1.07738,-0.22045,-0.24832,0.62147,-0.71469,1.6076,-0.22454,-0.08792,-0.1838,-0.17764,-0.21124,-2.63608,-0.24955,0.93324,-0.19169,1.86985,-0.11703,-0.75649,-0.37589,-0.40137,-0.28071,-0.21525,-0.89197,-0.30461,-0.19193,-0.2232,0.53826,1.19698,-0.23907,-0.24428,-0.59064,-0.1477,-0.02683,0.93199,-0.2726,-0.10657,0.21705,-0.18763,0.35894,-1.51588,0.79074,-1.70494,0.6528,0.67816,-0.26272,3.25967,-0.202,-1.36951,-0.27646,3.10616,0.88785,0
negative238,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,3.77947,-0.16467,-0.51986,1.86467,-0.92396,2.45565,0.27327,-0.22045,-0.24832,0.1917,-0.81188,-0.79504,-0.22454,0.28885,-0.1838,-0.17764,-0.21124,0.70371,-0.24955,-1.2576,-0.19169,0.90678,-0.11703,-0.75649,0.33553,-0.77343,-0.28071,-0.21525,1.23673,-0.30461,-0.19193,-0.2232,2.08233,-0.02823,-0.23907,-0.24428,-0.59064,-0.97236,0.16574,-0.89348,-0.2726,-0.10657,-0.0423,-0.53207,-0.65241,1.38724,-0.51875,0.18957,0.92859,1.53043,3.50456,-0.74525,-0.202,0.73019,-0.27646,-0.15406,0.75127,0
negative239,-0.14425,3.66008,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,1.26488,-0.51986,0.17172,-0.92396,0.60105,-0.85228,-0.25519,-0.26769,1.33509,-0.08837,0.9402,3.13867,-0.9666,-0.1838,-0.19234,3.60692,-0.7746,-0.29244,-1.12067,-0.19169,0.42525,-0.13857,-0.75649,-0.28696,-0.86644,-0.28071,-0.21525,-0.43159,-0.30461,-0.21571,2.95208,-0.12666,0.14741,-0.23907,-0.24428,-0.59064,1.45594,-0.60234,0.31926,-0.28176,-0.10657,0.47862,0.10304,0.10611,0.62326,-0.43842,-0.41677,1.06133,-1.41617,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,-0.10647,0
negative240,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,0.69712,-0.92396,-0.86983,-0.17695,-0.22045,-0.24832,-0.04467,-0.64212,-0.79504,-0.22454,0.33507,-0.1838,-0.17764,-0.21124,0.18411,-0.24955,0.93324,-0.19169,-0.05628,-0.11703,-0.75649,-1.44303,-0.40137,-0.28071,-0.21525,0.03599,-0.30461,-0.19193,-0.2232,-0.50645,1.17154,-0.23907,-0.24428,1.29008,-1.21445,-0.94099,-0.80938,-0.2726,-0.10657,-0.97075,0.58112,0.23252,-1.51588,1.73243,1.93683,-3.64867,-0.9188,-0.26272,0.05573,-0.202,-1.36951,-0.27646,-0.15406,0.2059,0
negative241,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,-1.40448,-0.92396,-1.12564,0.72349,-0.22045,-0.24832,0.47916,-0.02415,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.65406,-0.24955,-1.2576,-0.19169,0.90678,-0.11703,-0.75649,0.33553,-0.77343,-0.28071,-0.21525,0.66284,-0.30461,-0.19193,-0.2232,0.99923,-0.12871,-0.23907,-0.24428,-0.59064,0.90791,-0.69838,-0.95031,-0.2726,-0.10657,0.1788,-0.01775,-0.94739,0.80661,-1.94125,-0.36522,1.0378,-1.35229,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,0.81036,0
negative242,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,-0.47044,-0.92396,-0.86983,-0.17695,-0.22045,-0.24832,0.30457,-0.10366,0.00584,-0.22454,0.43158,-0.1838,-0.17764,-0.21124,-1.46925,-0.24955,1.48095,-0.19169,-1.01935,-0.11703,0.34234,-0.02018,-0.02932,-0.28071,-0.21525,-0.29397,3.20408,-0.19193,-0.2232,-0.04327,0.51423,4.68535,-0.24428,-0.59064,0.61017,1.10074,-0.1472,-0.2726,-0.10657,-1.1566,2.49322,-0.31529,-0.35463,0.6353,-0.60245,-1.7125,-0.69805,-0.26272,-0.34476,-0.202,0.73019,3.33793,-0.15406,-0.92525,0
negative243,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,1.16414,-0.92396,-0.86983,-1.07738,-0.22045,-0.24832,-0.18317,1.455,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.56234,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,0.35892,-0.37589,-0.02932,-0.28071,-0.21525,0.01858,-0.30461,-0.19193,-0.2232,-0.93713,0.72877,-0.23907,-0.24428,-0.59064,0.98361,-0.2386,0.45652,-0.2726,-0.10657,0.50625,1.08584,-0.18887,0.80661,0.85816,-0.57333,-1.22791,-0.85897,-0.26272,1.25721,-0.202,-1.36951,-0.27646,3.10616,-0.92525,0
negative244,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,-0.51123,-0.51986,-1.40448,0.86646,-1.12564,0.1232,-0.24192,-0.26029,0.00082,-0.03565,-0.14432,-0.22454,0.49912,-0.1838,-0.18672,3.85489,-1.15909,-0.27606,-0.07089,-0.19169,0.58576,-0.13034,-0.75649,1.6991,-0.52539,-0.28071,-0.21525,0.63177,-0.30461,-0.20662,-0.2232,0.19699,0.40135,-0.23907,2.99216,-0.59064,-0.37219,0.53652,-0.76734,-0.27826,-0.10657,-1.4093,-0.85465,0.48536,-0.0814,-1.19546,-0.6124,0.51429,-0.124,-0.2974,0.18923,-0.202,0.73019,-0.32637,-0.17406,-0.06098,0
negative245,-0.12453,4.30927,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,1.39484,0.93359,-0.00342,-0.92396,0.4092,-0.62717,-0.22045,-0.24832,1.1137,-1.61675,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,2.03898,-0.24955,-0.70989,-0.19169,-1.01935,-0.11703,0.24363,1.75839,-0.40137,-0.28071,-0.21525,3.57562,-0.30461,-0.19193,-0.2232,3.09631,-0.29623,-0.23907,-0.24428,3.1708,-1.33911,1.23578,-0.98174,-0.2726,-0.10657,-0.1599,-0.17184,-1.45306,0.22599,0.05212,3.16138,0.76896,0.66486,-0.26272,0.05573,-0.202,-1.36951,-0.27646,-0.15406,0.89901,0
negative246,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,3.99133,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,0.69712,-0.92396,1.17662,0.72349,-0.22045,-0.24832,-0.39868,0.17578,-0.79504,-0.22454,0.34386,-0.1838,-0.17764,-0.21124,0.05502,-0.24955,-0.16218,-0.19169,-0.05628,-0.11703,-0.75649,0.69125,-0.02932,-0.28071,-0.21525,0.01291,-0.30461,-0.19193,-0.2232,-0.92119,0.22412,-0.23907,-0.24428,1.29008,0.15335,-0.73694,-1.05067,-0.2726,-0.10657,1.02518,1.06774,-0.35743,0.80661,-0.33863,0.14392,-0.29309,0.81213,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,-1.20006,0
negative247,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,7.76578,-1.20435,-0.51986,-0.70395,0.4168,-0.35822,0.72349,-0.22045,-0.24832,0.16442,-0.18769,0.80672,-0.22454,-0.22349,-0.1838,-0.17764,-0.21124,-1.03538,-0.24955,-0.70989,-0.19169,-0.05628,-0.11703,-0.75649,2.1141,1.45891,-0.28071,-0.21525,-0.61704,-0.30461,-0.19193,-0.2232,0.44412,1.15781,-0.23907,-0.24428,-0.59064,-0.47136,0.20513,-0.93125,-0.2726,-0.10657,-1.30109,0.14575,-0.65241,1.38724,0.09457,-0.81481,0.83764,-1.58178,-0.26272,-0.74525,5.03431,0.73019,-0.27646,-0.15406,0.35851,0
negative248,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-1.17097,-0.92396,-0.86983,0.27327,-0.22045,-0.24832,-0.71671,0.25333,0.00584,-0.22454,0.26314,-0.1838,-0.17764,-0.21124,1.5455,-0.24955,-0.16218,-0.19169,-0.05628,-0.11703,0.32989,-0.02018,0.34274,-0.28071,-0.21525,-0.16985,-0.30461,-0.19193,-0.2232,0.66167,-0.17449,2.22314,-0.24428,-0.59064,1.06007,0.13132,0.15089,-0.2726,-0.10657,-0.28276,-0.25336,-0.27315,1.38724,-0.32138,-0.41763,1.05024,1.34627,-0.26272,-0.34476,-0.202,0.73019,3.33793,-0.15406,0.94746,0
negative249,-0.12453,4.30927,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-0.47044,1.40235,-0.10241,-1.5276,-0.22045,-0.24832,0.56566,1.02634,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.63399,-0.24955,0.38553,-0.19169,0.90678,-0.11703,-0.75649,1.04696,2.20302,1.96317,-0.21525,0.13492,-0.30461,-0.19193,-0.2232,0.43676,1.15471,-0.23907,-0.24428,1.29008,3.48514,-0.22518,0.02612,3.41445,-0.10657,0.5394,0.72657,-0.31529,-1.51588,0.68584,1.23743,-1.62196,0.11472,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,1.87367,0
negative250,-0.12872,-0.19864,-0.21963,-0.16832,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,-0.24813,-0.14537,-0.22066,-0.21526,1.65475,-0.51986,0.56577,-0.92396,-0.88582,-1.61202,-0.22784,-0.25244,1.88383,1.20225,0.69231,-0.22454,-0.25539,-0.1838,-0.18076,4.1475,-1.32926,-0.25868,0.21437,-0.19169,-1.01935,-0.12161,-0.75649,-0.82053,-0.44788,-0.28071,-0.21525,0.07822,-0.30461,-0.19699,3.92909,-0.8625,1.34377,-0.23907,-0.24428,1.1191,1.19054,0.58348,-0.91627,-0.27455,-0.10657,0.27133,-0.51577,-0.52599,0.65178,1.12882,0.37449,0.83237,-0.54304,-0.27466,-0.39482,-0.202,-1.36951,3.19819,-0.16094,0.01411,0
negative251,6.67382,7.52761,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,1.65475,-0.51986,-1.40448,-0.92396,-1.12564,0.16072,-0.25519,-0.26769,2.79914,-0.4516,1.51861,-0.22454,-0.41504,-0.1838,-0.19234,-0.27867,0.35937,-0.29244,-1.94224,-0.19169,-1.01935,7.3076,-0.75649,1.04696,0.24972,-0.28071,-0.21525,-1.06042,-0.30461,-0.21571,-0.2232,-0.07504,1.36525,2.22314,-0.24428,-0.59064,1.04884,1.04329,-0.92624,-0.28176,-0.10657,-0.22057,0.31606,-0.06245,1.47892,1.70478,0.58424,1.23821,0.11619,-0.31883,-0.24464,-0.202,-1.36951,2.74536,-0.18643,0.42338,0
negative252,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,3.19751,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-0.93746,-0.92396,-0.61402,-0.62717,-0.22045,-0.24832,-0.15293,-1.79664,0.00584,-0.22454,-0.3392,-0.1838,-0.17764,-0.21124,0.6603,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,1.3818,-0.37589,0.34274,-0.28071,-0.21525,0.23073,-0.30461,-0.19193,-0.2232,-1.54425,-0.16079,4.68535,-0.24428,1.29008,0.96238,0.40737,1.49528,-0.2726,-0.10657,-1.65004,-1.2462,0.02183,-0.35463,0.54599,0.38999,-0.36817,-0.54681,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,2.44563,0
positive1,-0.14053,-0.20534,-0.22663,-0.17728,-0.11419,-0.1259,-0.1477,-0.13296,-0.24189,-0.19685,-0.26701,-0.16713,-0.25589,-0.23897,0.62876,-0.51986,-0.48273,0.84798,-0.31783,0.32066,-0.24865,-0.26404,-0.73204,1.16791,-0.79504,-0.22454,0.64576,-0.1838,-0.18957,-0.26597,0.27631,-0.28436,0.2414,-0.19169,0.50128,-0.13451,-0.75649,1.21546,-0.85176,-0.28071,-0.21525,-0.07889,-0.30461,-0.21123,-0.2232,-0.49427,-0.57924,-0.23907,-0.24428,-0.59064,0.44143,-0.67237,-0.82769,-0.28003,-0.10657,1.06863,1.44767,0.82248,0.2905,-0.78408,1.19073,-1.42783,0.26261,-0.30826,-0.82957,-0.202,0.73019,2.84559,-0.18033,0.37405,1
positive2,-0.08952,-0.1764,-0.19641,-0.13854,-0.04186,-0.06943,-0.12354,-0.10654,-0.15423,-0.16915,-0.18545,-0.07316,3.61965,-0.13655,-0.29463,-0.51986,-0.09098,-0.92396,0.31327,0.49838,-0.15876,-0.21394,-0.41231,0.18929,-0.79504,-0.22454,-0.03763,-0.1838,-0.15153,-0.09152,0.03296,-0.17339,0.72785,-0.19169,-1.01935,-0.0788,0.276,-1.48749,-0.44788,-0.28071,-0.21525,-0.86339,7.29755,-0.14971,-0.2232,-0.90462,-1.34261,-0.23907,-0.24428,-0.59064,2.48582,0.45468,0.29996,-0.25635,-0.10657,0.5304,0.48014,-2.63297,-1.51588,-0.62446,-1.04278,0.58052,0.34543,-0.16308,-0.39482,-0.202,-1.36951,-0.13307,-0.09657,0.43028,1
positive3,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.875,-0.51986,1.22251,0.43733,0.02549,-1.18994,-0.25519,-0.26769,0.27633,-0.65555,0.9402,-0.22454,0.33328,-0.1838,-0.19234,-0.27867,1.05204,-0.29244,-0.70989,-0.19169,-1.01935,-0.13857,0.35358,0.51339,-0.5874,-0.28071,-0.21525,1.12927,2.22944,-0.21571,-0.2232,1.1587,-0.52395,-0.23907,-0.24428,0.66317,0.41934,-0.47174,-0.44065,-0.28176,-0.10657,0.83875,-0.46238,0.61178,-0.66023,-0.76163,0.61191,0.06069,0.53232,-0.31883,-0.24464,-0.202,0.73019,2.74536,-0.18643,-0.96583,1
positive4,-0.14425,-0.20744,-0.22883,4.99754,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,1.99302,-0.24643,0.48512,-0.51986,0.87225,-0.92396,0.98476,-0.51461,-0.25519,3.0803,1.02655,-1.6862,-0.21662,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,-0.06354,-0.29244,-0.70989,-0.19169,0.42525,-0.13857,-0.75649,-0.82053,-0.5874,-0.28071,-0.21525,0.63366,-0.30461,-0.21571,-0.2232,1.24423,-0.16212,-0.23907,-0.24428,0.66317,-1.0729,-0.29242,-0.64678,-0.28176,-0.10657,-0.70809,0.88388,0.61178,0.62326,0.36497,0.23482,2.09164,-0.76279,-0.31883,-0.84538,-0.202,0.73019,-0.35722,-0.18643,-0.85017,1
positive5,8.84975,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,0.35516,-0.51986,0.05496,-0.36959,-0.16636,-1.18994,-0.19653,-0.23498,0.26449,-0.67114,0.24611,-0.22454,-0.9666,-0.1838,-0.16751,-0.16481,-1.57191,-0.22001,1.07017,-0.19169,0.18448,-0.1022,-0.75649,-2.15446,-1.14549,-0.28071,-0.21525,-0.96623,-0.30461,-0.17555,-0.2232,2.45193,1.612,-0.23907,-0.24428,-0.59064,0.50817,-0.50338,-0.15168,-0.2663,-0.10657,-0.8524,0.25134,-0.98953,-0.03793,0.3693,0.19303,0.30332,0.63062,-0.22407,-0.64513,-0.202,0.73019,-0.22085,-0.13176,-1.16855,1
positive6,-0.08952,-0.1764,-0.19641,-0.13854,-0.04186,-0.06943,-0.12354,-0.10654,-0.15423,-0.16915,-0.18545,-0.07316,-0.10369,-0.13655,-0.29463,-0.51986,-0.96665,-0.92396,-0.646,0.49838,-0.15876,-0.21394,-0.91403,-0.78357,-0.79504,-0.22454,-0.9666,-0.1838,-0.15153,-0.09152,1.38728,-0.17339,-0.29911,-0.19169,0.7864,-0.0788,-0.75649,-0.82053,0.24972,-0.28071,-0.21525,1.49596,-0.30461,-0.14971,-0.2232,-3.13783,-1.12176,-0.23907,-0.24428,-0.59064,-2.96521,-0.60772,-1.02842,-0.25635,-0.10657,-1.69303,-1.58368,-2.92795,0.80661,-0.86672,-0.07151,-0.23528,0.97995,-0.16308,2.60887,-0.202,0.73019,-0.13307,-0.09657,2.49954,1
positive7,-0.14787,-0.2095,-0.23097,-0.18285,-0.12459,-0.13402,-0.15117,-0.13676,-0.25449,-0.20083,3.26264,-0.18063,-0.27776,3.0815,-0.01615,-0.51986,0.43025,-0.92396,-0.7602,-0.94875,-0.26157,-0.27124,0.59293,-0.72869,1.94481,2.94084,-0.32553,-0.1838,-0.19503,3.49617,-1.13375,-0.30031,-0.00569,-0.19169,-1.01935,-0.14252,0.45893,0.38635,-0.34822,-0.28071,-0.21525,-0.10618,-0.30461,-0.22007,-0.2232,0.48753,0.76618,-0.23907,-0.24428,-0.59064,-0.41849,0.56842,0.35647,-0.28344,-0.10657,-1.03534,-1.15005,1.1596,0.5163,0.74454,-0.82452,-0.21419,-0.71033,-0.32913,-0.00148,-0.202,-1.36951,-0.37204,-0.19237,-0.39425,1
positive8,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,8.10183,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,6.39872,-1.40448,-0.92396,-1.12564,1.62393,-0.22045,-0.24832,-0.76956,0.30524,0.00584,-0.22454,1.11399,-0.1838,-0.17764,-0.21124,-1.65553,-0.24955,1.48095,-0.19169,-1.01935,-0.11703,1.42467,-0.37589,0.34274,-0.28071,-0.21525,-1.49913,-0.30461,-0.19193,-0.2232,-0.26341,-0.5623,-0.23907,-0.24428,-0.59064,0.9989,-1.33987,0.72089,-0.2726,-0.10657,1.51301,-0.70222,0.06397,-0.35463,1.91817,-1.94905,0.2697,-0.95876,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,1.17817,1
positive9,-0.13671,3.88553,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,-0.07803,-0.51986,-1.0153,-0.92396,-0.69929,0.1232,-0.24192,-0.26029,-1.0112,0.53421,-0.79504,-0.22454,0.07386,4.71135,-0.18672,-0.25291,0.13314,-0.27606,-0.52732,-0.19169,1.38832,-0.13034,-0.75649,-1.26517,-0.83544,-0.28071,-0.21525,-0.46128,-0.30461,-0.20662,-0.2232,0.22887,-0.40943,-0.23907,-0.24428,-0.59064,0.99414,-0.13721,-0.31601,3.06769,-0.10657,0.64186,1.69494,0.82248,-1.03772,-0.48083,-0.89632,-0.78095,2.06418,-0.2974,-0.14452,-0.202,0.73019,-0.32637,-0.17406,-0.6471,1
positive10,-0.12872,-0.19864,-0.21963,-0.16832,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,-0.24813,-0.14537,-0.22066,-0.21526,-0.29463,-0.51986,1.22251,1.29558,-0.646,-0.76786,-0.22784,-0.25244,0.74768,-0.86877,1.43598,-0.22454,-0.36378,-0.1838,-0.18076,-0.22558,1.84639,-0.25868,0.21437,-0.19169,-1.01935,-0.12161,0.36641,0.17991,0.94733,-0.28071,-0.21525,0.02665,-0.30461,-0.19699,-0.2232,-0.16853,-0.4415,-0.23907,-0.24428,-0.59064,1.21531,0.01625,-0.07331,-0.27455,-0.10657,0.86612,0.09305,-0.39957,-0.43205,-0.31184,0.90098,0.1434,1.04131,-0.27466,-0.77029,-0.202,-1.36951,-0.29364,-0.16094,-1.17663,1
positive11,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.48512,-0.51986,-1.22935,-0.92396,-0.93378,0.16072,-0.25519,-0.26769,2.03636,-0.58621,-0.21662,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,-0.09018,-0.29244,-1.12067,-0.19169,-0.29705,-0.13857,-0.75649,-0.02018,-0.5874,-0.28071,-0.21525,1.46583,-0.30461,-0.21571,-0.2232,1.6164,-0.31023,-0.23907,-0.24428,-0.59064,-1.63512,-0.47023,-1.66251,-0.28176,-0.10657,-0.87696,-0.67607,-0.35743,1.90674,-1.82271,-0.84,0.42714,-1.0587,-0.31883,0.95684,-0.202,0.73019,-0.35722,-0.18643,-0.83129,1
